"","Entity","Year","Code","Fossil_Fuels","Renewables","Income_Group"
"5421","Russia",2009,"RUS",65.936966,6.130064,"Upper-middle-income countries"
"5422","Russia",2010,"RUS",67.49292,5.597348,"Upper-middle-income countries"
"5423","Russia",2011,"RUS",68.094345,5.2735047,"Upper-middle-income countries"
"5424","Russia",2012,"RUS",68.06326,5.2256975,"High-income countries"
"5425","Russia",2013,"RUS",66.5606,5.8161182,"High-income countries"
"5426","Russia",2014,"RUS",66.64443,5.531415,"High-income countries"
"5427","Russia",2015,"RUS",65.86295,5.4226403,"Upper-middle-income countries"
"5428","Russia",2016,"RUS",64.95871,5.807339,"Upper-middle-income countries"
"5429","Russia",2017,"RUS",64.30437,5.7689853,"Upper-middle-income countries"
"5430","Russia",2018,"RUS",64.24599,5.7089195,"Upper-middle-income countries"
"5431","Russia",2019,"RUS",63.760998,5.85523,"Upper-middle-income countries"
"5432","Russia",2020,"RUS",60.184998,6.678781,"Upper-middle-income countries"
"5433","Russia",2021,"RUS",61.74562,6.586404,"Upper-middle-income countries"
"5434","Russia",2022,"RUS",63.25347,5.920469,"Upper-middle-income countries"
"5435","Russia",2023,"RUS",63.803947,5.913319,"High-income countries"
"5436","Russia",2024,"RUS",64.06317,5.999395,"High-income countries"
"5437","Rwanda",2000,"RWA",37.5,,"Low-income countries"
"5438","Rwanda",2001,"RWA",39.999996,,"Low-income countries"
"5439","Rwanda",2002,"RWA",41.17647,,"Low-income countries"
"5440","Rwanda",2003,"RWA",33.333332,,"Low-income countries"
"5441","Rwanda",2004,"RWA",42.857143,,"Low-income countries"
"5442","Rwanda",2005,"RWA",47.368423,,"Low-income countries"
"5443","Rwanda",2006,"RWA",51.85185,,"Low-income countries"
"5444","Rwanda",2007,"RWA",52,,"Low-income countries"
"5445","Rwanda",2008,"RWA",44.827587,,"Low-income countries"
"5446","Rwanda",2009,"RWA",48.3871,,"Low-income countries"
"5447","Rwanda",2010,"RWA",60.714287,,"Low-income countries"
"5448","Rwanda",2011,"RWA",57.14286,,"Low-income countries"
"5449","Rwanda",2012,"RWA",53.846153,,"Low-income countries"
"5450","Rwanda",2013,"RWA",59.459457,,"Low-income countries"
"5451","Rwanda",2014,"RWA",51.219513,,"Low-income countries"
"5452","Rwanda",2015,"RWA",43.137257,,"Low-income countries"
"5453","Rwanda",2016,"RWA",50,,"Low-income countries"
"5454","Rwanda",2017,"RWA",53.846153,,"Low-income countries"
"5455","Rwanda",2018,"RWA",58.536583,,"Low-income countries"
"5456","Rwanda",2019,"RWA",49.411762,,"Low-income countries"
"5457","Rwanda",2020,"RWA",37.078655,,"Low-income countries"
"5458","Rwanda",2021,"RWA",41,,"Low-income countries"
"5459","Rwanda",2022,"RWA",42.307693,,"Low-income countries"
"5460","Rwanda",2023,"RWA",43.39623,,"Low-income countries"
"5461","Saint Helena",2000,"SHN",100,,
"5462","Saint Helena",2001,"SHN",100,,
"5463","Saint Helena",2002,"SHN",100,,
"5464","Saint Helena",2003,"SHN",100,,
"5465","Saint Helena",2004,"SHN",100,,
"5466","Saint Helena",2005,"SHN",100,,
"5467","Saint Helena",2006,"SHN",100,,
"5468","Saint Helena",2007,"SHN",100,,
"5469","Saint Helena",2008,"SHN",100,,
"5470","Saint Helena",2009,"SHN",100,,
"5471","Saint Helena",2010,"SHN",100,,
"5472","Saint Helena",2011,"SHN",100,,
"5473","Saint Helena",2012,"SHN",100,,
"5474","Saint Helena",2013,"SHN",100,,
"5475","Saint Helena",2014,"SHN",100,,
"5476","Saint Helena",2015,"SHN",100,,
"5477","Saint Helena",2016,"SHN",100,,
"5478","Saint Helena",2017,"SHN",100,,
"5479","Saint Helena",2018,"SHN",100,,
"5480","Saint Helena",2019,"SHN",100,,
"5481","Saint Helena",2020,"SHN",100,,
"5482","Saint Helena",2021,"SHN",100,,
"5483","Saint Helena",2022,"SHN",100,,
"5484","Saint Kitts and Nevis",2000,"KNA",100,,"Upper-middle-income countries"
"5485","Saint Kitts and Nevis",2001,"KNA",100,,"Upper-middle-income countries"
"5486","Saint Kitts and Nevis",2002,"KNA",100,,"Upper-middle-income countries"
"5487","Saint Kitts and Nevis",2003,"KNA",100,,"Upper-middle-income countries"
"5488","Saint Kitts and Nevis",2004,"KNA",100,,"Upper-middle-income countries"
"5489","Saint Kitts and Nevis",2005,"KNA",100,,"Upper-middle-income countries"
"5490","Saint Kitts and Nevis",2006,"KNA",100,,"Upper-middle-income countries"
"5491","Saint Kitts and Nevis",2007,"KNA",100,,"Upper-middle-income countries"
"5492","Saint Kitts and Nevis",2008,"KNA",100,,"Upper-middle-income countries"
"5493","Saint Kitts and Nevis",2009,"KNA",100,,"Upper-middle-income countries"
"5494","Saint Kitts and Nevis",2010,"KNA",100,,"Upper-middle-income countries"
"5495","Saint Kitts and Nevis",2011,"KNA",100,,"High-income countries"
"5496","Saint Kitts and Nevis",2012,"KNA",95.454544,,"High-income countries"
"5497","Saint Kitts and Nevis",2013,"KNA",95.454544,,"High-income countries"
"5498","Saint Kitts and Nevis",2014,"KNA",95.454544,,"High-income countries"
"5499","Saint Kitts and Nevis",2015,"KNA",95.454544,,"High-income countries"
"5500","Saint Kitts and Nevis",2016,"KNA",95.65217,,"High-income countries"
"5501","Saint Kitts and Nevis",2017,"KNA",100,,"High-income countries"
"5502","Saint Kitts and Nevis",2018,"KNA",95.65217,,"High-income countries"
"5503","Saint Kitts and Nevis",2019,"KNA",95.65217,,"High-income countries"
"5504","Saint Kitts and Nevis",2020,"KNA",95.454544,,"High-income countries"
"5505","Saint Kitts and Nevis",2021,"KNA",95.454544,,"High-income countries"
"5506","Saint Kitts and Nevis",2022,"KNA",95.454544,,"High-income countries"
"5507","Saint Lucia",2000,"LCA",100,,"Upper-middle-income countries"
"5508","Saint Lucia",2001,"LCA",100,,"Upper-middle-income countries"
"5509","Saint Lucia",2002,"LCA",100,,"Upper-middle-income countries"
"5510","Saint Lucia",2003,"LCA",100,,"Upper-middle-income countries"
"5511","Saint Lucia",2004,"LCA",100,,"Upper-middle-income countries"
"5512","Saint Lucia",2005,"LCA",100,,"Upper-middle-income countries"
"5513","Saint Lucia",2006,"LCA",100,,"Upper-middle-income countries"
"5514","Saint Lucia",2007,"LCA",100,,"Upper-middle-income countries"
"5515","Saint Lucia",2008,"LCA",100,,"Upper-middle-income countries"
"5516","Saint Lucia",2009,"LCA",100,,"Upper-middle-income countries"
"5517","Saint Lucia",2010,"LCA",100,,"Upper-middle-income countries"
"5518","Saint Lucia",2011,"LCA",100,,"Upper-middle-income countries"
"5519","Saint Lucia",2012,"LCA",100,,"Upper-middle-income countries"
"5520","Saint Lucia",2013,"LCA",100,,"Upper-middle-income countries"
"5521","Saint Lucia",2014,"LCA",100,,"Upper-middle-income countries"
"5522","Saint Lucia",2015,"LCA",100,,"Upper-middle-income countries"
"5523","Saint Lucia",2016,"LCA",100,,"Upper-middle-income countries"
"5524","Saint Lucia",2017,"LCA",100,,"Upper-middle-income countries"
"5525","Saint Lucia",2018,"LCA",97.560974,,"Upper-middle-income countries"
"5526","Saint Lucia",2019,"LCA",97.61905,,"Upper-middle-income countries"
"5527","Saint Lucia",2020,"LCA",97.36842,,"Upper-middle-income countries"
"5528","Saint Lucia",2021,"LCA",97.49999,,"Upper-middle-income countries"
"5529","Saint Lucia",2022,"LCA",97.49999,,"Upper-middle-income countries"
"5530","Saint Pierre and Miquelon",2000,"SPM",100,,
"5531","Saint Pierre and Miquelon",2001,"SPM",100,,
"5532","Saint Pierre and Miquelon",2002,"SPM",100,,
"5533","Saint Pierre and Miquelon",2003,"SPM",100,,
"5534","Saint Pierre and Miquelon",2004,"SPM",100,,
"5535","Saint Pierre and Miquelon",2005,"SPM",100,,
"5536","Saint Pierre and Miquelon",2006,"SPM",100,,
"5537","Saint Pierre and Miquelon",2007,"SPM",100,,
"5538","Saint Pierre and Miquelon",2008,"SPM",100,,
"5539","Saint Pierre and Miquelon",2009,"SPM",100,,
"5540","Saint Pierre and Miquelon",2010,"SPM",100,,
"5541","Saint Pierre and Miquelon",2011,"SPM",100,,
"5542","Saint Pierre and Miquelon",2012,"SPM",100,,
"5543","Saint Pierre and Miquelon",2013,"SPM",100,,
"5544","Saint Pierre and Miquelon",2014,"SPM",100,,
"5545","Saint Pierre and Miquelon",2015,"SPM",100,,
"5546","Saint Pierre and Miquelon",2016,"SPM",100,,
"5547","Saint Pierre and Miquelon",2017,"SPM",100,,
"5548","Saint Pierre and Miquelon",2018,"SPM",100,,
"5549","Saint Pierre and Miquelon",2019,"SPM",100,,
"5550","Saint Pierre and Miquelon",2020,"SPM",100,,
"5551","Saint Pierre and Miquelon",2021,"SPM",100,,
"5552","Saint Pierre and Miquelon",2022,"SPM",100,,
"5553","Saint Vincent and the Grenadines",2000,"VCT",70,,"Lower-middle-income countries"
"5554","Saint Vincent and the Grenadines",2001,"VCT",80,,"Lower-middle-income countries"
"5555","Saint Vincent and the Grenadines",2002,"VCT",80,,"Lower-middle-income countries"
"5556","Saint Vincent and the Grenadines",2003,"VCT",81.818184,,"Upper-middle-income countries"
"5557","Saint Vincent and the Grenadines",2004,"VCT",75.00001,,"Upper-middle-income countries"
"5558","Saint Vincent and the Grenadines",2005,"VCT",78.57143,,"Upper-middle-income countries"
"5559","Saint Vincent and the Grenadines",2006,"VCT",84.61539,,"Upper-middle-income countries"
"5560","Saint Vincent and the Grenadines",2007,"VCT",85.71429,,"Upper-middle-income countries"
"5561","Saint Vincent and the Grenadines",2008,"VCT",85.71429,,"Upper-middle-income countries"
"5562","Saint Vincent and the Grenadines",2009,"VCT",85.71429,,"Upper-middle-income countries"
"5563","Saint Vincent and the Grenadines",2010,"VCT",79.99999,,"Upper-middle-income countries"
"5564","Saint Vincent and the Grenadines",2011,"VCT",78.57143,,"Upper-middle-income countries"
"5565","Saint Vincent and the Grenadines",2012,"VCT",79.99999,,"Upper-middle-income countries"
"5566","Saint Vincent and the Grenadines",2013,"VCT",85.71429,,"Upper-middle-income countries"
"5567","Saint Vincent and the Grenadines",2014,"VCT",92.85714,,"Upper-middle-income countries"
"5568","Saint Vincent and the Grenadines",2015,"VCT",86.66666,,"Upper-middle-income countries"
"5569","Saint Vincent and the Grenadines",2016,"VCT",87.5,,"Upper-middle-income countries"
"5570","Saint Vincent and the Grenadines",2017,"VCT",86.66666,,"Upper-middle-income countries"
"5571","Saint Vincent and the Grenadines",2018,"VCT",86.66666,,"Upper-middle-income countries"
"5572","Saint Vincent and the Grenadines",2019,"VCT",86.66666,,"Upper-middle-income countries"
"5573","Saint Vincent and the Grenadines",2020,"VCT",86.66666,,"Upper-middle-income countries"
"5574","Saint Vincent and the Grenadines",2021,"VCT",85.71429,,"Upper-middle-income countries"
"5575","Saint Vincent and the Grenadines",2022,"VCT",86.66666,,"Upper-middle-income countries"
"5576","Saint Vincent and the Grenadines",2023,"VCT",86.66666,,"Upper-middle-income countries"
"5577","Samoa",2000,"WSM",50,,"Lower-middle-income countries"
"5578","Samoa",2001,"WSM",50,,"Lower-middle-income countries"
"5579","Samoa",2002,"WSM",45.454548,,"Lower-middle-income countries"
"5580","Samoa",2003,"WSM",50,,"Lower-middle-income countries"
"5581","Samoa",2004,"WSM",54.545452,,"Lower-middle-income countries"
"5582","Samoa",2005,"WSM",54.545452,,"Lower-middle-income countries"
"5583","Samoa",2006,"WSM",58.333336,,"Lower-middle-income countries"
"5584","Samoa",2007,"WSM",58.333336,,"Lower-middle-income countries"
"5585","Samoa",2008,"WSM",54.545452,,"Lower-middle-income countries"
"5586","Samoa",2009,"WSM",61.538464,,"Lower-middle-income countries"
"5587","Samoa",2010,"WSM",58.333336,,"Lower-middle-income countries"
"5588","Samoa",2011,"WSM",61.538464,,"Lower-middle-income countries"
"5589","Samoa",2012,"WSM",63.636364,,"Lower-middle-income countries"
"5590","Samoa",2013,"WSM",75.00001,,"Lower-middle-income countries"
"5591","Samoa",2014,"WSM",76.92308,,"Lower-middle-income countries"
"5592","Samoa",2015,"WSM",69.230774,,"Lower-middle-income countries"
"5593","Samoa",2016,"WSM",66.666664,,"Upper-middle-income countries"
"5594","Samoa",2017,"WSM",68.75,,"Upper-middle-income countries"
"5595","Samoa",2018,"WSM",60,,"Upper-middle-income countries"
"5596","Samoa",2019,"WSM",58.82353,,"Upper-middle-income countries"
"5597","Samoa",2020,"WSM",61.111107,,"Lower-middle-income countries"
"5598","Samoa",2021,"WSM",52.941177,,"Lower-middle-income countries"
"5599","Samoa",2022,"WSM",56.250004,,"Lower-middle-income countries"
"5600","Samoa",2023,"WSM",60,,"Lower-middle-income countries"
"5601","Sao Tome and Principe",2000,"STP",66.666664,,"Low-income countries"
"5602","Sao Tome and Principe",2001,"STP",100,,"Low-income countries"
"5603","Sao Tome and Principe",2002,"STP",75,,"Low-income countries"
"5604","Sao Tome and Principe",2003,"STP",75,,"Low-income countries"
"5605","Sao Tome and Principe",2004,"STP",75,,"Low-income countries"
"5606","Sao Tome and Principe",2005,"STP",100,,"Low-income countries"
"5607","Sao Tome and Principe",2006,"STP",80,,"Low-income countries"
"5608","Sao Tome and Principe",2007,"STP",80,,"Low-income countries"
"5609","Sao Tome and Principe",2008,"STP",80,,"Lower-middle-income countries"
"5610","Sao Tome and Principe",2009,"STP",83.333336,,"Lower-middle-income countries"
"5611","Sao Tome and Principe",2010,"STP",100,,"Lower-middle-income countries"
"5612","Sao Tome and Principe",2011,"STP",85.71429,,"Lower-middle-income countries"
"5613","Sao Tome and Principe",2012,"STP",87.5,,"Lower-middle-income countries"
"5614","Sao Tome and Principe",2013,"STP",85.71429,,"Lower-middle-income countries"
"5615","Sao Tome and Principe",2014,"STP",87.5,,"Lower-middle-income countries"
"5616","Sao Tome and Principe",2015,"STP",90,,"Lower-middle-income countries"
"5617","Sao Tome and Principe",2016,"STP",90.909096,,"Lower-middle-income countries"
"5618","Sao Tome and Principe",2017,"STP",100,,"Lower-middle-income countries"
"5619","Sao Tome and Principe",2018,"STP",100,,"Lower-middle-income countries"
"5620","Sao Tome and Principe",2019,"STP",90.909096,,"Lower-middle-income countries"
"5621","Sao Tome and Principe",2020,"STP",90.909096,,"Lower-middle-income countries"
"5622","Sao Tome and Principe",2021,"STP",90.909096,,"Lower-middle-income countries"
"5623","Sao Tome and Principe",2022,"STP",88.888885,,"Lower-middle-income countries"
"5624","Saudi Arabia",1985,"SAU",100,0,
"5625","Saudi Arabia",1986,"SAU",100,0,
"5626","Saudi Arabia",1987,"SAU",100,0,"High-income countries"
"5627","Saudi Arabia",1988,"SAU",99.99999,0,"High-income countries"
"5628","Saudi Arabia",1989,"SAU",100.00001,0,"High-income countries"
"5629","Saudi Arabia",1990,"SAU",100.00001,0,"Upper-middle-income countries"
"5630","Saudi Arabia",1991,"SAU",100,0,"Upper-middle-income countries"
"5631","Saudi Arabia",1992,"SAU",100.00001,0,"Upper-middle-income countries"
"5632","Saudi Arabia",1993,"SAU",100,0,"Upper-middle-income countries"
"5633","Saudi Arabia",1994,"SAU",100,0,"Upper-middle-income countries"
"5634","Saudi Arabia",1995,"SAU",100,0,"Upper-middle-income countries"
"5635","Saudi Arabia",1996,"SAU",100,0,"Upper-middle-income countries"
"5636","Saudi Arabia",1997,"SAU",100,0,"Upper-middle-income countries"
"5637","Saudi Arabia",1998,"SAU",100,0,"Upper-middle-income countries"
"5638","Saudi Arabia",1999,"SAU",100,0,"Upper-middle-income countries"
"5639","Saudi Arabia",2000,"SAU",100,0,"Upper-middle-income countries"
"5640","Saudi Arabia",2001,"SAU",100,0,"Upper-middle-income countries"
"5641","Saudi Arabia",2002,"SAU",100,0,"Upper-middle-income countries"
"5642","Saudi Arabia",2003,"SAU",100,0,"Upper-middle-income countries"
"5643","Saudi Arabia",2004,"SAU",100,0,"High-income countries"
"5644","Saudi Arabia",2005,"SAU",100,0,"High-income countries"
"5645","Saudi Arabia",2006,"SAU",100,0,"High-income countries"
"5646","Saudi Arabia",2007,"SAU",100,0,"High-income countries"
"5647","Saudi Arabia",2008,"SAU",100,7.549389e-05,"High-income countries"
"5648","Saudi Arabia",2009,"SAU",100,7.248639e-05,"High-income countries"
"5649","Saudi Arabia",2010,"SAU",100,0.00043443398,"High-income countries"
"5650","Saudi Arabia",2011,"SAU",99.99615,0.00054623885,"High-income countries"
"5651","Saudi Arabia",2012,"SAU",99.98935,0.0024344039,"High-income countries"
"5652","Saudi Arabia",2013,"SAU",99.98643,0.003977416,"High-income countries"
"5653","Saudi Arabia",2014,"SAU",99.98476,0.0039821663,"High-income countries"
"5654","Saudi Arabia",2015,"SAU",99.98573,0.0038000962,"High-income countries"
"5655","Saudi Arabia",2016,"SAU",99.986015,0.0036253089,"High-income countries"
"5656","Saudi Arabia",2017,"SAU",99.982285,0.005488546,"High-income countries"
"5657","Saudi Arabia",2018,"SAU",99.957306,0.013177553,"High-income countries"
"5658","Saudi Arabia",2019,"SAU",99.94189,0.017720161,"High-income countries"
"5659","Saudi Arabia",2020,"SAU",99.942245,0.078363046,"High-income countries"
"5660","Saudi Arabia",2021,"SAU",99.786224,0.08259208,"High-income countries"
"5661","Saudi Arabia",2022,"SAU",99.43179,0.1567925,"High-income countries"
"5662","Saudi Arabia",2023,"SAU",98.63551,0.35929954,"High-income countries"
"5663","Saudi Arabia",2024,"SAU",97.8396,0.7283918,"High-income countries"
"5664","Senegal",2000,"SEN",96.644295,,"Low-income countries"
"5665","Senegal",2001,"SEN",96.64805,,"Low-income countries"
"5666","Senegal",2002,"SEN",87.50001,,"Low-income countries"
"5667","Senegal",2003,"SEN",83.690994,,"Low-income countries"
"5668","Senegal",2004,"SEN",86.19246,,"Low-income countries"
"5669","Senegal",2005,"SEN",88.30188,,"Low-income countries"
"5670","Senegal",2006,"SEN",89.39393,,"Low-income countries"
"5671","Senegal",2007,"SEN",92.14285,,"Low-income countries"
"5672","Senegal",2008,"SEN",90.87838,,"Low-income countries"
"5673","Senegal",2009,"SEN",90.491806,,"Lower-middle-income countries"
"5674","Senegal",2010,"SEN",90.09288,,"Lower-middle-income countries"
"5675","Senegal",2011,"SEN",89.969604,,"Lower-middle-income countries"
"5676","Senegal",2012,"SEN",90.607735,,"Lower-middle-income countries"
"5677","Senegal",2013,"SEN",90.28872,,"Lower-middle-income countries"
"5678","Senegal",2014,"SEN",90.909096,,"Lower-middle-income countries"
"5679","Senegal",2015,"SEN",90.99099,,"Low-income countries"
"5680","Senegal",2016,"SEN",91.00418,,"Low-income countries"
"5681","Senegal",2017,"SEN",88.771194,,"Low-income countries"
"5682","Senegal",2018,"SEN",85.829956,,"Lower-middle-income countries"
"5683","Senegal",2019,"SEN",86.59794,,"Lower-middle-income countries"
"5684","Senegal",2020,"SEN",83.16832,,"Lower-middle-income countries"
"5685","Senegal",2021,"SEN",79.72973,,"Lower-middle-income countries"
"5686","Senegal",2022,"SEN",76.666664,,"Lower-middle-income countries"
"5687","Senegal",2023,"SEN",78.26087,,"Lower-middle-income countries"
"5688","Serbia",1990,"SRB",80.78008,,
"5689","Serbia",1991,"SRB",74.59518,,
"5690","Serbia",1992,"SRB",73.273094,,
"5691","Serbia",1993,"SRB",73.097466,,
"5692","Serbia",1994,"SRB",71.057755,,
"5693","Serbia",1995,"SRB",69.23555,,
"5694","Serbia",1996,"SRB",64.4692,,
"5695","Serbia",1997,"SRB",70.16198,,
"5696","Serbia",1998,"SRB",70.70679,,
"5697","Serbia",1999,"SRB",63.866367,,
"5698","Serbia",2000,"SRB",69.26447,,
"5699","Serbia",2001,"SRB",69.634636,,
"5700","Serbia",2002,"SRB",70.12635,,
"5701","Serbia",2003,"SRB",74.489204,,
"5702","Serbia",2004,"SRB",71.44394,,
"5703","Serbia",2005,"SRB",68.181816,,
"5704","Serbia",2006,"SRB",71.145805,,"Upper-middle-income countries"
"5705","Serbia",2007,"SRB",73.7003,,"Upper-middle-income countries"
"5706","Serbia",2008,"SRB",74.03585,,"Upper-middle-income countries"
"5707","Serbia",2009,"SRB",72.04986,,"Upper-middle-income countries"
"5708","Serbia",2010,"SRB",68.225555,,"Upper-middle-income countries"
"5709","Serbia",2011,"SRB",77.19621,,"Upper-middle-income countries"
"5710","Serbia",2012,"SRB",74.30229,,"Upper-middle-income countries"
"5711","Serbia",2013,"SRB",73.94851,,"Upper-middle-income countries"
"5712","Serbia",2014,"SRB",67.01556,,"Upper-middle-income countries"
"5713","Serbia",2015,"SRB",73.104546,,"Upper-middle-income countries"
"5714","Serbia",2016,"SRB",71.872574,,"Upper-middle-income countries"
"5715","Serbia",2017,"SRB",74.50604,,"Upper-middle-income countries"
"5716","Serbia",2018,"SRB",70.27544,,"Upper-middle-income countries"
"5717","Serbia",2019,"SRB",71.48671,,"Upper-middle-income countries"
"5718","Serbia",2020,"SRB",72.673485,,"Upper-middle-income countries"
"5719","Serbia",2021,"SRB",66.4976,,"Upper-middle-income countries"
"5720","Serbia",2022,"SRB",71.81401,,"Upper-middle-income countries"
"5721","Serbia",2023,"SRB",65.305084,,"Upper-middle-income countries"
"5722","Serbia",2024,"SRB",68.75,,"Upper-middle-income countries"
"5723","Seychelles",2000,"SYC",100,,"Upper-middle-income countries"
"5724","Seychelles",2001,"SYC",100,,"Upper-middle-income countries"
"5725","Seychelles",2002,"SYC",100,,"Upper-middle-income countries"
"5726","Seychelles",2003,"SYC",100,,"Upper-middle-income countries"
"5727","Seychelles",2004,"SYC",100,,"Upper-middle-income countries"
"5728","Seychelles",2005,"SYC",100,,"Upper-middle-income countries"
"5729","Seychelles",2006,"SYC",100,,"Upper-middle-income countries"
"5730","Seychelles",2007,"SYC",100,,"Upper-middle-income countries"
"5731","Seychelles",2008,"SYC",100,,"Upper-middle-income countries"
"5732","Seychelles",2009,"SYC",100,,"Upper-middle-income countries"
"5733","Seychelles",2010,"SYC",100,,"Upper-middle-income countries"
"5734","Seychelles",2011,"SYC",100,,"Upper-middle-income countries"
"5735","Seychelles",2012,"SYC",100,,"Upper-middle-income countries"
"5736","Seychelles",2013,"SYC",97.72727,,"Upper-middle-income countries"
"5737","Seychelles",2014,"SYC",97.77778,,"High-income countries"
"5738","Seychelles",2015,"SYC",97.82608,,"High-income countries"
"5739","Seychelles",2016,"SYC",98,,"High-income countries"
"5740","Seychelles",2017,"SYC",98.039215,,"High-income countries"
"5741","Seychelles",2018,"SYC",98.07693,,"High-income countries"
"5742","Seychelles",2019,"SYC",92.98245,,"High-income countries"
"5743","Seychelles",2020,"SYC",88.1356,,"High-income countries"
"5744","Seychelles",2021,"SYC",86.66666,,"High-income countries"
"5745","Seychelles",2022,"SYC",85.483864,,"High-income countries"
"5746","Seychelles",2023,"SYC",85.71429,,"High-income countries"
"5747","Sierra Leone",2000,"SLE",88.888885,,"Low-income countries"
"5748","Sierra Leone",2001,"SLE",92.30769,,"Low-income countries"
"5749","Sierra Leone",2002,"SLE",87.5,,"Low-income countries"
"5750","Sierra Leone",2003,"SLE",86.66666,,"Low-income countries"
"5751","Sierra Leone",2004,"SLE",83.333336,,"Low-income countries"
"5752","Sierra Leone",2005,"SLE",75,,"Low-income countries"
"5753","Sierra Leone",2006,"SLE",100,,"Low-income countries"
"5754","Sierra Leone",2007,"SLE",66.666664,,"Low-income countries"
"5755","Sierra Leone",2008,"SLE",66.666664,,"Low-income countries"
"5756","Sierra Leone",2009,"SLE",66.666664,,"Low-income countries"
"5757","Sierra Leone",2010,"SLE",14.285714,,"Low-income countries"
"5758","Sierra Leone",2011,"SLE",11.764706,,"Low-income countries"
"5759","Sierra Leone",2012,"SLE",33.333332,,"Low-income countries"
"5760","Sierra Leone",2013,"SLE",37.5,,"Low-income countries"
"5761","Sierra Leone",2014,"SLE",19.999998,,"Low-income countries"
"5762","Sierra Leone",2015,"SLE",25,,"Low-income countries"
"5763","Sierra Leone",2016,"SLE",38.095238,,"Low-income countries"
"5764","Sierra Leone",2017,"SLE",39.130436,,"Low-income countries"
"5765","Sierra Leone",2018,"SLE",33.333332,,"Low-income countries"
"5766","Sierra Leone",2019,"SLE",5,,"Low-income countries"
"5767","Sierra Leone",2020,"SLE",5,,"Low-income countries"
"5768","Sierra Leone",2021,"SLE",5,,"Low-income countries"
"5769","Sierra Leone",2022,"SLE",5,,"Low-income countries"
"5770","Sierra Leone",2023,"SLE",4.7619047,,"Low-income countries"
"5771","Singapore",2000,"SGP",98.4528,0.17282811,"High-income countries"
"5772","Singapore",2001,"SGP",97.91288,0.29521835,"High-income countries"
"5773","Singapore",2002,"SGP",97.77842,0.30653244,"High-income countries"
"5774","Singapore",2003,"SGP",97.19706,0.34054095,"High-income countries"
"5775","Singapore",2004,"SGP",97.39272,0.29151094,"High-income countries"
"5776","Singapore",2005,"SGP",97.48822,0.27526557,"High-income countries"
"5777","Singapore",2006,"SGP",97.59432,0.24725,"High-income countries"
"5778","Singapore",2007,"SGP",97.592995,0.23787805,"High-income countries"
"5779","Singapore",2008,"SGP",97.5042,0.2358275,"High-income countries"
"5780","Singapore",2009,"SGP",97.48804,0.22255981,"High-income countries"
"5781","Singapore",2010,"SGP",97.39859,0.23269218,"High-income countries"
"5782","Singapore",2011,"SGP",97.391304,0.23102067,"High-income countries"
"5783","Singapore",2012,"SGP",97.29442,0.24153683,"High-income countries"
"5784","Singapore",2013,"SGP",96.47696,0.26539204,"High-income countries"
"5785","Singapore",2014,"SGP",97.200806,0.27731833,"High-income countries"
"5786","Singapore",2015,"SGP",97.09626,0.29200265,"High-income countries"
"5787","Singapore",2016,"SGP",97.09246,0.28382972,"High-income countries"
"5788","Singapore",2017,"SGP",97.11171,0.2767103,"High-income countries"
"5789","Singapore",2018,"SGP",97.18708,0.2736794,"High-income countries"
"5790","Singapore",2019,"SGP",97.21094,0.29325968,"High-income countries"
"5791","Singapore",2020,"SGP",97.19239,0.31411594,"High-income countries"
"5792","Singapore",2021,"SGP",97.09625,0.3376918,"High-income countries"
"5793","Singapore",2022,"SGP",95.90654,0.5213485,"High-income countries"
"5794","Singapore",2023,"SGP",95.464066,0.49312237,"High-income countries"
"5795","Singapore",2024,"SGP",95.06794,0.5452378,"High-income countries"
"5796","Slovakia",1990,"SVK",45.390347,2.1117134,
"5797","Slovakia",1991,"SVK",46.001648,1.767831,
"5798","Slovakia",1992,"SVK",44.104992,2.5292287,"Lower-middle-income countries"
"5799","Slovakia",1993,"SVK",37.79626,4.615238,"Lower-middle-income countries"
"5800","Slovakia",1994,"SVK",33.411858,5.892162,"Lower-middle-income countries"
"5801","Slovakia",1995,"SVK",38.251984,6.511099,"Lower-middle-income countries"
"5802","Slovakia",1996,"SVK",39.198742,5.597323,"Upper-middle-income countries"
"5803","Slovakia",1997,"SVK",39.576675,5.481863,"Upper-middle-income countries"
"5804","Slovakia",1998,"SVK",39.13719,5.696381,"Upper-middle-income countries"
"5805","Slovakia",1999,"SVK",37.424404,5.92623,"Upper-middle-income countries"
"5806","Slovakia",2000,"SVK",31.448994,5.9230037,"Upper-middle-income countries"
"5807","Slovakia",2001,"SVK",30.295414,6.4795485,"Upper-middle-income countries"
"5808","Slovakia",2002,"SVK",27.377254,6.657926,"Upper-middle-income countries"
"5809","Slovakia",2003,"SVK",30.794062,4.4988313,"Upper-middle-income countries"
"5810","Slovakia",2004,"SVK",30.531847,5.2484975,"Upper-middle-income countries"
"5811","Slovakia",2005,"SVK",28.493938,5.6582713,"Upper-middle-income countries"
"5812","Slovakia",2006,"SVK",26.976002,6.1773915,"Upper-middle-income countries"
"5813","Slovakia",2007,"SVK",27.253141,6.8436675,"High-income countries"
"5814","Slovakia",2008,"SVK",25.8885,6.2377963,"High-income countries"
"5815","Slovakia",2009,"SVK",26.7258,7.4104877,"High-income countries"
"5816","Slovakia",2010,"SVK",25.273125,8.313801,"High-income countries"
"5817","Slovakia",2011,"SVK",27.828854,7.509848,"High-income countries"
